11	-3.76	0.02	2.35	2	2	22.10	65.02	0.52	16	1.77	2.867094	# LS tree differs in height | LS tree intersects ground |
5	2.70	2.85	3.30	2	2	39.75	188.48	0.76	12	1.04	0.991786	# 
10	2.52	-1.26	2.33	3	2	32.25	122.80	0.25	10	1.54	1.820940	# LS tree intersects ground |
8	-2.60	4.92	5.02	2	3	32.82	106.09	0.71	17	0.40	1.986597	# LS tree differs in height | 
5	-2.62	3.97	2.97	3	3	34.37	158.13	0.28	16	1.80	0.970513	# 
8	3.64	2.90	5.40	3	2	33.59	115.92	0.40	16	0.71	0.971466	# 
13	-2.02	0.74	3.85	3	2	36.40	171.48	0.74	18	0.12	1.993083	# LS tree differs in height | 
7	-3.91	-1.29	3.50	2	3	34.47	128.56	0.47	13	0.46	1.992650	# LS tree differs in height | 
8	-1.20	-4.80	3.75	3	3	39.04	120.56	0.74	12	0.56	2.986319	# LS tree differs in height | LS tree intersects ground |
13	2.61	3.07	3.81	2	2	27.51	167.13	0.91	12	0.11	1.996541	# LS tree differs in height | 
14	-3.51	-2.33	4.33	3	2	34.85	103.62	0.19	17	0.34	1.965797	# LS tree intersects ground |
15	0.65	-1.46	5.34	2	2	23.29	185.48	0.51	10	1.12	1.748718	# LS tree intersects ground |
7	-0.57	-2.19	4.99	2	2	35.78	160.01	0.85	15	0.12	1.997838	# LS tree differs in height | 
5	0.30	0.07	4.98	2	3	23.12	87.98	0.93	15	0.97	0.983571	# 
5	2.90	0.48	4.55	3	2	29.18	175.32	0.97	13	1.76	0.978383	# 
10	3.86	0.18	2.50	2	2	34.21	67.27	0.26	11	1.55	1.966239	# LS tree intersects ground |
5	1.05	-3.78	2.10	2	2	31.28	157.80	0.83	13	1.22	0.988759	# 
7	-0.30	-2.73	2.80	3	3	31.26	121.47	0.65	13	0.24	1.992650	# LS tree differs in height | 
5	-4.62	-1.70	3.56	3	3	32.87	105.41	0.56	17	0.70	1.984868	# LS tree differs in height | 
6	4.22	-2.76	2.37	2	3	24.18	144.15	0.74	10	1.66	0.971466	# 
5	-2.67	-2.08	5.01	2	2	37.49	106.89	0.32	19	0.42	1.996109	# LS tree differs in height | 
13	-2.53	1.44	5.62	2	3	33.06	199.38	0.64	19	0.28	0.972763	# 
7	-3.93	4.73	4.97	2	2	21.41	197.65	0.39	16	0.86	0.964116	# 
8	3.20	-2.45	3.68	2	2	21.31	174.99	0.11	16	1.97	1.818376	# LS tree differs in height | 
5	-2.14	-1.19	5.65	3	3	38.96	194.53	0.54	19	0.54	1.993083	# LS tree differs in height | 
10	-0.53	1.90	5.81	2	3	37.43	74.02	0.95	11	0.38	1.990921	# LS tree differs in height | 
6	-3.37	-3.88	5.50	3	2	28.54	71.19	0.18	12	1.41	0.988327	# 
8	3.35	0.90	3.00	2	3	22.15	122.21	0.47	17	1.61	2.635043	# LS tree differs in height | LS tree intersects ground |
7	1.09	-1.70	5.38	3	2	21.10	181.95	0.27	11	0.79	1.986597	# LS tree differs in height | 
6	-1.33	-0.32	3.83	3	2	20.33	154.05	0.50	12	1.30	0.962819	# 
7	-1.89	-3.42	2.31	2	3	26.83	65.59	0.31	14	0.39	1.988759	# LS tree differs in height | 
5	2.50	-3.62	2.93	2	2	27.37	148.62	0.57	10	1.07	1.988327	# LS tree differs in height | 
8	2.96	-0.38	2.78	2	3	23.43	112.56	0.81	18	1.56	2.661538	# LS tree differs in height | LS tree intersects ground |
8	0.64	0.92	5.46	3	3	23.88	93.85	0.93	15	0.15	1.996974	# LS tree differs in height | 
14	1.60	2.06	4.96	2	2	37.28	148.73	0.98	10	0.91	1.914103	# LS tree intersects ground |
6	2.89	2.01	4.85	2	2	28.83	101.46	0.51	15	1.33	1.971783	# LS tree intersects ground |
11	2.64	0.64	4.83	2	2	21.45	173.01	0.20	18	1.13	1.430769	# LS tree differs in height | 
11	3.07	3.73	3.90	2	2	26.35	149.69	0.14	13	1.40	2.611966	# LS tree differs in height | LS tree intersects ground |
6	2.15	-2.44	4.15	3	2	22.30	194.23	0.17	10	1.80	0.961089	# 
11	2.55	3.17	3.31	3	2	29.56	186.51	0.89	17	0.25	1.987030	# LS tree differs in height | 
